Lever_position,Ship_speed_knots,Turbine_shaft_torque_kNm,Turbine_rpm,Generator_rpm,Starboard_propeller_torque_kN,Port_propeller_torque_kN,Turbine_exit_temperature_C,Compressor_inlet_temperature_C,Compressor_outlet_temperature_C,Turbine_exit_pressure_bar,Compressor_inlet_pressure_bar,Compressor_outlet_pressure_bar,Turbine_exhaust_gas_pressure_bar,Turbine_injecton_control_%,Fuel_mass_flow_kg/s,GT_kMc,GT_kMt
2.09,6.0,2870.0,1370.0,6830.0,26.6,26.6,500.0,288.0,559.0,1.2,1.0,6.43,1.02,7.46,0.13,0.97,0.99
3.14,9.0,8380.0,1390.0,7120.0,60.4,60.4,585.0,288.0,582.0,1.39,1.0,7.46,1.02,12.3,0.24,0.97,0.99
4.16,12.0,14700.0,1550.0,7790.0,114.0,114.0,639.0,288.0,608.0,1.66,1.0,8.87,1.02,17.1,0.34,0.97,0.99
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,774.0,288.0,669.0,2.5,1.0,13.2,1.03,34.1,0.68,0.97,0.99
2.09,6.0,2910.0,1370.0,6840.0,26.9,26.9,500.0,288.0,559.0,1.2,1.0,6.43,1.02,6.69,0.13,0.97,0.99
3.14,9.0,8380.0,1390.0,7120.0,60.4,60.4,584.0,288.0,582.0,1.39,1.0,7.45,1.02,12.2,0.24,0.97,0.99
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,773.0,288.0,669.0,2.5,1.0,13.1,1.03,34.1,0.68,0.97,0.99
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,826.0,288.0,692.0,2.96,1.0,15.4,1.04,43.9,0.87,0.97,0.99
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,923.0,288.0,734.0,3.57,1.0,18.3,1.04,60.1,1.19,0.97,0.99
2.09,6.0,2980.0,1370.0,6840.0,27.3,27.3,500.0,288.0,559.0,1.2,1.0,6.44,1.02,5.37,0.13,0.97,0.99
4.16,12.0,14700.0,1550.0,7800.0,114.0,114.0,638.0,288.0,607.0,1.66,1.0,8.85,1.02,17.0,0.34,0.97,0.99
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,705.0,288.0,638.0,2.08,1.0,11.0,1.03,25.0,0.49,0.97,0.99
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,772.0,288.0,668.0,2.5,1.0,13.1,1.03,34.0,0.67,0.97,0.99
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,825.0,288.0,692.0,2.96,1.0,15.4,1.04,43.8,0.87,0.97,0.99
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1080.0,288.0,781.0,4.49,1.0,22.4,1.05,89.4,1.77,0.97,0.99
3.14,9.0,8380.0,1390.0,7130.0,60.4,60.4,583.0,288.0,581.0,1.39,1.0,7.44,1.02,12.2,0.24,0.97,1.0
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,704.0,288.0,638.0,2.08,1.0,11.0,1.03,24.9,0.49,0.97,1.0
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,770.0,288.0,668.0,2.5,1.0,13.1,1.03,33.9,0.67,0.97,1.0
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,921.0,288.0,734.0,3.57,1.0,18.3,1.04,59.9,1.19,0.97,1.0
1.14,3.0,4410.0,1310.0,6680.0,5.53,5.53,589.0,288.0,564.0,1.23,1.0,6.64,1.02,32.1,0.25,0.97,1.0
2.09,6.0,3090.0,1380.0,6850.0,27.9,27.9,501.0,288.0,560.0,1.21,1.0,6.45,1.02,4.23,0.13,0.97,1.0
3.14,9.0,8380.0,1390.0,7130.0,60.4,60.4,582.0,288.0,581.0,1.39,1.0,7.43,1.02,12.1,0.24,0.97,1.0
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,703.0,288.0,638.0,2.08,1.0,11.0,1.03,24.8,0.49,0.97,1.0
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,769.0,288.0,668.0,2.5,1.0,13.1,1.03,33.9,0.67,0.97,1.0
4.16,12.0,14700.0,1550.0,7800.0,114.0,114.0,635.0,288.0,607.0,1.66,1.0,8.82,1.02,16.9,0.34,0.97,1.0
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,702.0,288.0,638.0,2.08,1.0,11.0,1.03,24.8,0.49,0.97,1.0
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,768.0,288.0,668.0,2.5,1.0,13.1,1.03,33.8,0.67,0.97,1.0
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,822.0,288.0,691.0,2.96,1.0,15.4,1.04,43.6,0.86,0.97,1.0
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1080.0,288.0,780.0,4.49,1.0,22.3,1.05,89.1,1.76,0.97,1.0
2.09,6.0,3310.0,1380.0,6860.0,28.7,28.7,504.0,288.0,561.0,1.22,1.0,6.48,1.02,1.79,0.13,0.97,1.0
3.14,9.0,8380.0,1390.0,7140.0,60.4,60.4,581.0,288.0,581.0,1.39,1.0,7.41,1.02,12.1,0.24,0.97,1.0
4.16,12.0,14700.0,1550.0,7800.0,114.0,114.0,634.0,288.0,607.0,1.66,1.0,8.82,1.02,16.9,0.33,0.97,1.0
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,767.0,288.0,668.0,2.5,1.0,13.1,1.03,33.7,0.67,0.97,1.0
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,918.0,288.0,733.0,3.57,1.0,18.2,1.04,59.6,1.18,0.97,1.0
2.09,6.0,3380.0,1380.0,6860.0,29.0,29.0,506.0,288.0,561.0,1.22,1.0,6.49,1.02,0.83,0.13,0.97,1.0
3.14,9.0,8380.0,1390.0,7140.0,60.4,60.4,580.0,288.0,581.0,1.39,1.0,7.41,1.02,12.0,0.24,0.97,1.0
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,766.0,288.0,667.0,2.5,1.0,13.1,1.03,33.6,0.67,0.97,1.0
1.14,3.0,350.0,1340.0,6700.0,7.21,7.21,447.0,288.0,544.0,1.1,1.0,5.83,1.02,8.01,0.07,0.97,1.0
3.14,9.0,8380.0,1390.0,7140.0,60.4,60.4,579.0,288.0,581.0,1.39,1.0,7.4,1.02,12.0,0.24,0.97,1.0
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,699.0,288.0,637.0,2.08,1.0,10.9,1.03,24.6,0.49,0.97,1.0
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,765.0,288.0,667.0,2.5,1.0,13.0,1.03,33.6,0.67,0.97,1.0
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,916.0,288.0,733.0,3.57,1.0,18.2,1.04,59.4,1.18,0.97,1.0
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1080.0,288.0,780.0,4.49,1.0,22.2,1.05,88.8,1.76,0.97,1.0
2.09,6.0,4030.0,1340.0,6770.0,22.3,22.3,556.0,288.0,566.0,1.24,1.0,6.74,1.02,22.9,0.2,0.97,0.98
3.14,9.0,8380.0,1390.0,7080.0,60.3,60.3,599.0,288.0,584.0,1.39,1.0,7.58,1.02,12.8,0.25,0.97,0.98
4.16,12.0,14700.0,1550.0,7760.0,114.0,114.0,654.0,288.0,610.0,1.66,1.0,9.02,1.02,17.8,0.35,0.97,0.98
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,941.0,288.0,737.0,3.59,1.0,18.7,1.04,61.8,1.22,0.97,0.98
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1100.0,288.0,783.0,4.52,1.0,22.9,1.05,91.3,1.81,0.97,0.98
1.14,3.0,762.0,1360.0,6650.0,8.31,8.31,470.0,288.0,550.0,1.12,1.0,6.06,1.02,1.95,0.09,0.97,0.98
2.09,6.0,3910.0,1340.0,6780.0,22.4,22.4,552.0,288.0,566.0,1.23,1.0,6.71,1.02,22.5,0.2,0.97,0.98
3.14,9.0,8380.0,1390.0,7080.0,60.3,60.3,598.0,288.0,584.0,1.39,1.0,7.57,1.02,12.8,0.25,0.97,0.98
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,722.0,288.0,641.0,2.08,1.0,11.2,1.03,25.9,0.51,0.97,0.98
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,791.0,288.0,672.0,2.51,1.0,13.4,1.03,35.3,0.7,0.97,0.98
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,843.0,288.0,695.0,2.97,1.0,15.7,1.04,45.2,0.9,0.97,0.98
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,940.0,288.0,736.0,3.59,1.0,18.7,1.04,61.7,1.22,0.97,0.98
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1100.0,288.0,783.0,4.52,1.0,22.9,1.05,91.2,1.81,0.97,0.98
2.09,6.0,3710.0,1350.0,6780.0,22.5,22.5,545.0,288.0,565.0,1.23,1.0,6.67,1.02,21.8,0.19,0.97,0.98
3.14,9.0,8380.0,1390.0,7080.0,60.3,60.3,597.0,288.0,584.0,1.39,1.0,7.57,1.02,12.7,0.25,0.97,0.98
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,721.0,288.0,641.0,2.08,1.0,11.2,1.03,25.9,0.51,0.97,0.98
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,790.0,288.0,672.0,2.51,1.0,13.4,1.03,35.2,0.7,0.97,0.98
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,842.0,288.0,695.0,2.97,1.0,15.7,1.04,45.1,0.89,0.97,0.98
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,939.0,288.0,736.0,3.59,1.0,18.6,1.04,61.6,1.22,0.97,0.98
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1100.0,288.0,783.0,4.52,1.0,22.9,1.05,91.1,1.8,0.97,0.98
2.09,6.0,3510.0,1350.0,6780.0,22.8,22.8,537.0,288.0,564.0,1.22,1.0,6.63,1.02,20.7,0.18,0.97,0.98
3.14,9.0,8380.0,1390.0,7080.0,60.3,60.3,596.0,288.0,584.0,1.39,1.0,7.56,1.02,12.7,0.25,0.97,0.98
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,841.0,288.0,694.0,2.97,1.0,15.7,1.04,45.1,0.89,0.97,0.98
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,938.0,288.0,736.0,3.59,1.0,18.6,1.04,61.5,1.22,0.97,0.98
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1090.0,288.0,783.0,4.51,1.0,22.8,1.05,91.0,1.8,0.97,0.98
1.14,3.0,6170.0,1400.0,6690.0,10.2,10.2,629.0,288.0,575.0,1.31,1.0,7.13,1.02,0.18,0.27,0.97,0.98
2.09,6.0,3540.0,1350.0,6780.0,22.8,22.8,538.0,288.0,564.0,1.22,1.0,6.62,1.02,20.6,0.18,0.97,0.98
3.14,9.0,8380.0,1390.0,7090.0,60.3,60.3,595.0,288.0,583.0,1.39,1.0,7.55,1.02,12.7,0.25,0.97,0.98
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,719.0,288.0,641.0,2.08,1.0,11.2,1.03,25.8,0.51,0.97,0.98
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,787.0,288.0,672.0,2.51,1.0,13.3,1.03,35.0,0.69,0.97,0.98
1.14,3.0,7020.0,1350.0,6660.0,7.45,7.45,664.0,288.0,577.0,1.32,1.0,7.21,1.02,19.7,0.33,0.97,0.98
2.09,6.0,3280.0,1350.0,6790.0,23.2,23.2,528.0,288.0,562.0,1.21,1.0,6.57,1.02,19.1,0.17,0.97,0.98
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,718.0,288.0,641.0,2.08,1.0,11.2,1.03,25.7,0.51,0.97,0.98
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,839.0,288.0,694.0,2.97,1.0,15.6,1.04,44.9,0.89,0.97,0.98
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,936.0,288.0,736.0,3.58,1.0,18.6,1.04,61.3,1.21,0.97,0.98
1.14,3.0,4950.0,1320.0,6640.0,5.83,5.83,616.0,288.0,569.0,1.25,1.0,6.84,1.02,32.0,0.28,0.97,0.98
3.14,9.0,8380.0,1390.0,7090.0,60.3,60.3,594.0,288.0,583.0,1.39,1.0,7.54,1.02,12.6,0.25,0.97,0.98
4.16,12.0,14700.0,1550.0,7770.0,114.0,114.0,649.0,288.0,609.0,1.66,1.0,8.97,1.02,17.6,0.35,0.97,0.98
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,838.0,288.0,694.0,2.97,1.0,15.6,1.04,44.8,0.89,0.97,0.98
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1090.0,288.0,782.0,4.51,1.0,22.8,1.05,90.7,1.8,0.97,0.98
1.14,3.0,2670.0,1310.0,6640.0,5.5,5.5,551.0,288.0,559.0,1.18,1.0,6.42,1.02,31.3,0.2,0.97,0.98
3.14,9.0,8380.0,1390.0,7090.0,60.3,60.3,593.0,288.0,583.0,1.39,1.0,7.53,1.02,12.6,0.25,0.97,0.98
4.16,12.0,14700.0,1550.0,7770.0,114.0,114.0,648.0,288.0,609.0,1.66,1.0,8.96,1.02,17.5,0.35,0.97,0.98
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,784.0,288.0,671.0,2.51,1.0,13.3,1.03,34.8,0.69,0.97,0.98
9.3,27.0,72800.0,3560.0,9770.0,645.0,645.0,1090.0,288.0,782.0,4.51,1.0,22.7,1.05,90.6,1.79,0.97,0.98
2.09,6.0,3030.0,1350.0,6800.0,24.0,24.0,517.0,288.0,561.0,1.2,1.0,6.5,1.02,16.0,0.15,0.97,0.98
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,715.0,288.0,640.0,2.08,1.0,11.1,1.03,25.5,0.51,0.97,0.98
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,783.0,288.0,671.0,2.51,1.0,13.3,1.03,34.8,0.69,0.97,0.98
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,933.0,288.0,735.0,3.58,1.0,18.5,1.04,61.0,1.21,0.97,0.98
9.3,27.0,72800.0,3560.0,9770.0,645.0,645.0,1090.0,288.0,782.0,4.51,1.0,22.7,1.05,90.4,1.79,0.97,0.98
2.09,6.0,2940.0,1360.0,6800.0,24.3,24.3,513.0,288.0,560.0,1.2,1.0,6.48,1.02,14.6,0.15,0.97,0.98
3.14,9.0,8380.0,1390.0,7100.0,60.3,60.3,591.0,288.0,583.0,1.39,1.0,7.52,1.02,12.5,0.25,0.97,0.98
4.16,12.0,14700.0,1550.0,7770.0,114.0,114.0,646.0,288.0,609.0,1.66,1.0,8.94,1.02,17.4,0.35,0.97,0.98
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,714.0,288.0,640.0,2.08,1.0,11.1,1.03,25.5,0.5,0.97,0.98
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,932.0,288.0,735.0,3.58,1.0,18.5,1.04,60.9,1.21,0.97,0.98
2.09,6.0,2900.0,1360.0,6810.0,24.6,24.6,510.0,288.0,560.0,1.2,1.0,6.47,1.02,13.6,0.14,0.97,0.99
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,713.0,288.0,640.0,2.08,1.0,11.1,1.03,25.4,0.5,0.97,0.99
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,781.0,288.0,670.0,2.5,1.0,13.2,1.03,34.6,0.69,0.97,0.99
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,833.0,288.0,693.0,2.97,1.0,15.6,1.04,44.5,0.88,0.97,0.99
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,931.0,288.0,735.0,3.58,1.0,18.5,1.04,60.8,1.2,0.97,0.99
2.09,6.0,2850.0,1360.0,6810.0,25.1,25.1,506.0,288.0,560.0,1.2,1.0,6.45,1.02,12.1,0.14,0.97,0.99
4.16,12.0,14700.0,1550.0,7780.0,114.0,114.0,644.0,288.0,609.0,1.66,1.0,8.92,1.02,17.3,0.34,0.97,0.99
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,832.0,288.0,693.0,2.97,1.0,15.5,1.04,44.4,0.88,0.97,0.99
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,930.0,288.0,735.0,3.58,1.0,18.5,1.04,60.7,1.2,0.97,0.99
9.3,27.0,72800.0,3560.0,9770.0,645.0,645.0,1090.0,288.0,782.0,4.5,1.0,22.6,1.05,90.1,1.78,0.97,0.99
2.09,6.0,2830.0,1360.0,6810.0,25.5,25.5,504.0,288.0,559.0,1.2,1.0,6.44,1.02,11.1,0.14,0.97,0.99
3.14,9.0,8380.0,1390.0,7110.0,60.4,60.4,589.0,288.0,582.0,1.39,1.0,7.49,1.02,12.4,0.25,0.97,0.99
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,711.0,288.0,639.0,2.08,1.0,11.1,1.03,25.3,0.5,0.97,0.99
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,831.0,288.0,693.0,2.97,1.0,15.5,1.04,44.3,0.88,0.97,0.99
9.3,27.0,72800.0,3560.0,9770.0,645.0,645.0,1090.0,288.0,781.0,4.5,1.0,22.6,1.05,90.0,1.78,0.97,0.99
1.14,3.0,2880.0,1410.0,6720.0,11.4,11.4,524.0,288.0,560.0,1.2,1.0,6.47,1.02,0.0,0.15,0.97,0.99
2.09,6.0,2850.0,1360.0,6820.0,25.3,25.3,505.0,288.0,559.0,1.2,1.0,6.44,1.02,11.6,0.14,0.97,0.99
4.16,12.0,14700.0,1550.0,7780.0,114.0,114.0,642.0,288.0,608.0,1.66,1.0,8.91,1.02,17.3,0.34,0.97,0.99
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,710.0,288.0,639.0,2.08,1.0,11.1,1.03,25.3,0.5,0.97,0.99
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,777.0,288.0,670.0,2.5,1.0,13.2,1.03,34.4,0.68,0.97,0.99
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,830.0,288.0,693.0,2.97,1.0,15.5,1.04,44.2,0.88,0.97,0.99
2.09,6.0,2850.0,1370.0,6820.0,26.0,26.0,502.0,288.0,559.0,1.2,1.0,6.44,1.02,9.26,0.13,0.97,0.99
4.16,12.0,14700.0,1550.0,7780.0,114.0,114.0,642.0,288.0,608.0,1.66,1.0,8.9,1.02,17.2,0.34,0.97,0.99
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,709.0,288.0,639.0,2.08,1.0,11.1,1.03,25.2,0.5,0.97,0.99
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,776.0,288.0,669.0,2.5,1.0,13.2,1.03,34.3,0.68,0.97,0.99
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,829.0,288.0,692.0,2.97,1.0,15.5,1.04,44.2,0.88,0.97,0.99
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,927.0,288.0,734.0,3.58,1.0,18.4,1.04,60.4,1.2,0.97,0.99
9.3,27.0,72800.0,3560.0,9770.0,645.0,645.0,1080.0,288.0,781.0,4.5,1.0,22.5,1.05,89.8,1.78,0.97,0.99
2.09,6.0,2840.0,1370.0,6820.0,26.0,26.0,501.0,288.0,559.0,1.2,1.0,6.43,1.02,9.15,0.13,0.97,0.99
3.14,9.0,8380.0,1390.0,7110.0,60.4,60.4,586.0,288.0,582.0,1.39,1.0,7.47,1.02,12.3,0.24,0.97,0.99
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,775.0,288.0,669.0,2.5,1.0,13.2,1.03,34.3,0.68,0.97,0.99
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,828.0,288.0,692.0,2.97,1.0,15.5,1.04,44.1,0.87,0.97,0.99
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,926.0,288.0,734.0,3.58,1.0,18.4,1.04,60.4,1.2,0.97,0.99
1.14,3.0,5360.0,1410.0,6720.0,10.9,10.9,595.0,288.0,570.0,1.29,1.0,6.92,1.02,0.0,0.24,0.97,0.99
3.14,9.0,8380.0,1390.0,7120.0,60.4,60.4,586.0,288.0,582.0,1.39,1.0,7.47,1.02,12.3,0.24,0.97,0.99
4.16,12.0,14700.0,1550.0,7790.0,114.0,114.0,640.0,288.0,608.0,1.66,1.0,8.88,1.02,17.1,0.34,0.97,0.99
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,774.0,288.0,669.0,2.5,1.0,13.2,1.03,34.2,0.68,0.97,0.99
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,827.0,288.0,692.0,2.97,1.0,15.5,1.04,44.0,0.87,0.97,0.99
1.14,3.0,6850.0,1380.0,6710.0,9.58,9.58,637.0,288.0,575.0,1.33,1.0,7.14,1.02,0.0,0.29,0.97,0.99
3.14,9.0,8380.0,1390.0,7120.0,60.4,60.4,585.0,288.0,582.0,1.39,1.0,7.46,1.02,12.2,0.24,0.97,0.99
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,706.0,288.0,639.0,2.08,1.0,11.0,1.03,25.0,0.5,0.97,0.99
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,826.0,288.0,692.0,2.96,1.0,15.4,1.04,43.9,0.87,0.97,0.99
9.3,27.0,72800.0,3560.0,9770.0,645.0,645.0,1080.0,288.0,781.0,4.5,1.0,22.5,1.05,89.5,1.77,0.97,0.99
1.14,3.0,7310.0,1360.0,6700.0,8.38,8.38,655.0,288.0,576.0,1.33,1.0,7.19,1.02,10.4,0.32,0.97,0.99
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,772.0,288.0,668.0,2.5,1.0,13.1,1.03,34.0,0.67,0.97,0.99
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,923.0,288.0,734.0,3.57,1.0,18.3,1.04,60.1,1.19,0.97,0.99
1.14,3.0,7220.0,1350.0,6700.0,7.68,7.68,655.0,288.0,575.0,1.33,1.0,7.15,1.02,16.8,0.32,0.97,0.99
2.09,6.0,3010.0,1370.0,6840.0,27.5,27.5,500.0,288.0,559.0,1.21,1.0,6.44,1.02,4.9,0.13,0.97,0.99
3.14,9.0,8380.0,1390.0,7120.0,60.4,60.4,583.0,288.0,581.0,1.39,1.0,7.44,1.02,12.2,0.24,0.97,0.99
4.16,12.0,14700.0,1550.0,7790.0,114.0,114.0,637.0,288.0,607.0,1.66,1.0,8.85,1.02,17.0,0.34,0.97,0.99
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,704.0,288.0,638.0,2.08,1.0,11.0,1.03,24.9,0.49,0.97,0.99
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,922.0,288.0,734.0,3.57,1.0,18.3,1.04,60.0,1.19,0.97,0.99
2.09,6.0,3110.0,1380.0,6840.0,28.0,28.0,501.0,288.0,560.0,1.21,1.0,6.46,1.02,3.51,0.13,0.97,1.0
4.16,12.0,14700.0,1550.0,7800.0,114.0,114.0,636.0,288.0,607.0,1.66,1.0,8.84,1.02,17.0,0.34,0.97,1.0
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,704.0,288.0,638.0,2.08,1.0,11.0,1.03,24.9,0.49,0.97,1.0
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,921.0,288.0,733.0,3.57,1.0,18.3,1.04,59.9,1.19,0.97,1.0
1.14,3.0,3960.0,1310.0,6670.0,5.43,5.43,577.0,288.0,562.0,1.22,1.0,6.56,1.02,32.1,0.24,0.97,1.0
3.14,9.0,8380.0,1390.0,7130.0,60.4,60.4,582.0,288.0,581.0,1.39,1.0,7.43,1.02,12.1,0.24,0.97,1.0
4.16,12.0,14700.0,1550.0,7800.0,114.0,114.0,636.0,288.0,607.0,1.66,1.0,8.83,1.02,16.9,0.34,0.97,1.0
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,703.0,288.0,638.0,2.08,1.0,11.0,1.03,24.8,0.49,0.97,1.0
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,822.0,288.0,691.0,2.96,1.0,15.4,1.04,43.6,0.86,0.97,1.0
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,920.0,288.0,733.0,3.57,1.0,18.2,1.04,59.8,1.18,0.97,1.0
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1080.0,288.0,780.0,4.49,1.0,22.3,1.05,89.1,1.76,0.97,1.0
1.14,3.0,2440.0,1310.0,6680.0,5.39,5.39,533.0,288.0,556.0,1.17,1.0,6.29,1.02,30.5,0.19,0.97,1.0
4.16,12.0,14700.0,1550.0,7800.0,114.0,114.0,635.0,288.0,607.0,1.66,1.0,8.83,1.02,16.9,0.33,0.97,1.0
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,702.0,288.0,638.0,2.08,1.0,11.0,1.03,24.8,0.49,0.97,1.0
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,821.0,288.0,691.0,2.96,1.0,15.4,1.04,43.5,0.86,0.97,1.0
1.14,3.0,1580.0,1310.0,6680.0,5.57,5.57,504.0,288.0,551.0,1.14,1.0,6.1,1.02,27.2,0.15,0.97,1.0
2.09,6.0,3340.0,1380.0,6850.0,28.8,28.8,505.0,288.0,560.0,1.22,1.0,6.48,1.02,1.3,0.13,0.97,1.0
3.14,9.0,8380.0,1390.0,7130.0,60.4,60.4,580.0,288.0,581.0,1.39,1.0,7.42,1.02,12.0,0.24,0.97,1.0
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,701.0,288.0,637.0,2.08,1.0,11.0,1.03,24.7,0.49,0.97,1.0
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,767.0,288.0,667.0,2.5,1.0,13.1,1.03,33.7,0.67,0.97,1.0
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1080.0,288.0,780.0,4.49,1.0,22.3,1.05,88.9,1.76,0.97,1.0
1.14,3.0,590.0,1330.0,6690.0,6.27,6.27,465.0,288.0,546.0,1.11,1.0,5.89,1.02,18.2,0.1,0.97,1.0
2.09,6.0,3500.0,1380.0,6860.0,29.3,29.3,508.0,288.0,561.0,1.22,1.0,6.51,1.02,0.0,0.14,0.97,1.0
3.14,9.0,8380.0,1390.0,7140.0,60.4,60.4,579.0,288.0,581.0,1.39,1.0,7.41,1.02,12.0,0.24,0.97,1.0
4.16,12.0,14700.0,1550.0,7800.0,114.0,114.0,633.0,288.0,606.0,1.66,1.0,8.81,1.02,16.8,0.33,0.97,1.0
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,819.0,288.0,691.0,2.96,1.0,15.3,1.04,43.4,0.86,0.97,1.0
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,916.0,288.0,733.0,3.57,1.0,18.2,1.04,59.5,1.18,0.97,1.0
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1080.0,288.0,780.0,4.49,1.0,22.3,1.05,88.8,1.76,0.97,1.0
1.14,3.0,387.0,1350.0,6700.0,7.36,7.36,446.0,288.0,544.0,1.1,1.0,5.84,1.02,6.15,0.07,0.97,1.0
2.09,6.0,3670.0,1390.0,6860.0,29.8,29.8,512.0,288.0,562.0,1.23,1.0,6.54,1.02,0.0,0.14,0.97,1.0
3.14,9.0,8380.0,1390.0,7140.0,60.4,60.4,579.0,288.0,580.0,1.39,1.0,7.4,1.02,12.0,0.24,0.97,1.0
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,765.0,288.0,667.0,2.5,1.0,13.0,1.03,33.6,0.66,0.97,1.0
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,818.0,288.0,691.0,2.96,1.0,15.3,1.04,43.3,0.86,0.97,1.0
